IMG Taxon id,GOLD biome1,GOLD biome2,High quality reads sampled (up to 500K),Mapped to GEM catalogue,Mapped to NCBI RefSeq,Mapped to either,Nonpareil kmer diversity
3300027668,Aquatic,Marine,476817,62448,11296,65313,17.221548167671
3300012674,Host-associated,Fungi,486504,14701,6377,18282,17.2178470256837
3300021604,Engineered,Bioreactor,470212,179390,28619,207274,17.2168157167932
3300027719,Aquatic,Freshwater,451959,243399,164988,250944,17.2135909620836
3300025458,Aquatic,Marine,470937,366560,7777,367626,17.2133991472984
3300026237,Aquatic,Thermal springs,430259,279815,178549,305423,17.2029178863532
3300024336,Aquatic,Marine,482779,349589,10933,351486,17.2010191684289
3300008215,Host-associated,Annelida,455329,18862,823,19286,17.1993662398343
3300026283,Engineered,Wastewater,365212,293049,135679,310051,17.1963966572335
3300008461,Host-associated,Human,539190,515979,519651,526141,17.1942590453331
3300011164,Engineered,Built environment,749260,721421,721684,733188,17.1883429965703
3300026299,Engineered,Wastewater,372099,278159,22949,284606,17.1863592068844
3300026968,Engineered,Lab enrichment,406656,281193,102709,320161,17.1858107469749
3300027536,Engineered,Lab enrichment,464492,337749,9696,339989,17.1853820316683
3300012799,Terrestrial,Soil,458616,434746,279220,443560,17.1747386281043
3300025291,Host-associated,Plants,473173,389696,158214,413480,17.1737413988281
3300007920,Host-associated,Human,69426,29737,57460,58292,17.173328688894
3300012814,Host-associated,Insecta,455784,306520,257901,403662,17.1665599626337
3300010267,Engineered,Bioreactor,454672,283094,117006,293460,17.1635827341423
3300024299,Aquatic,Marine,482303,347534,9189,349527,17.1617635368063
3300025545,Aquatic,Marine,463757,342084,8289,343204,17.1592503100889
3300025517,Engineered,Lab enrichment,360093,238984,241788,302137,17.1560921370573
3300025349,Aquatic,Thermal springs,444729,353633,28585,356985,17.1553022633575
3300017391,Aquatic,Thermal springs,450561,341275,55271,341727,17.1551081870801
3300022843,Aquatic,Non-marine Saline and Alkaline,481285,75304,9997,79032,17.1520806638213
3300002481,Aquatic,Marine,453846,186693,2846,187601,17.141661069088
3300014613,Aquatic,Freshwater,476157,254690,280158,291177,17.1408627695978
3300024258,Aquatic,Marine,474074,339411,10877,341396,17.1361061213186
3300025246,Host-associated,Plants,444016,387423,259739,406605,17.1355828229601
3300012120,Host-associated,Fungi,479151,13561,1580,14725,17.1314832184751
3300024260,Aquatic,Marine,476680,351086,12172,353168,17.1292634087415
3300017405,Aquatic,Freshwater,444495,176123,65202,186898,17.1249999293025
3300012803,Host-associated,Insecta,459373,310158,268624,419574,17.1192144631165
3300008060,Host-associated,Human,908703,837423,788863,860175,17.1184645129057
3300017688,Aquatic,Freshwater,405612,123972,130857,242096,17.1178252340241
3300022825,Aquatic,Non-marine Saline and Alkaline,477478,337332,201364,339529,17.1151504648722
3300012806,Host-associated,Insecta,438359,386678,216786,397293,17.1093627088115
3300027323,Aquatic,Marine,383197,176288,21018,188188,17.1050426292817
3300014774,Engineered,Built environment,862240,767303,764677,799020,17.10408023433
3300026978,Engineered,Lab enrichment,390543,324731,88671,326625,17.1034510355019
3300004086,Host-associated,Annelida,471935,18493,982,18743,17.1021579659869
3300011390,Host-associated,Fungi,483924,142916,212992,216059,17.1013074129205
3300026877,Aquatic,Thermal springs,476429,289610,84405,314617,17.0967057982143
3300025228,Host-associated,Plants,468470,440590,233610,450408,17.0886736560174
3300012099,Host-associated,Fungi,482796,14549,4548,17930,17.0868474335196
3300012831,Host-associated,Insecta,458684,335363,224389,388037,17.0851611771639
3300027933,Aquatic,Thermal springs,458226,371140,79181,376659,17.0837707546448
3300021311,Host-associated,Mammals,457976,271379,218887,346997,17.0835686343009
3300025488,Aquatic,Marine,458898,339980,6219,340872,17.0829851598925
3300012066,Host-associated,Fungi,483337,18242,5510,22403,17.0807137180741
3300024967,Aquatic,Freshwater,398669,237338,197838,255719,17.0748314493313
3300027028,Host-associated,Algae,463458,224724,131576,291512,17.071269129854
3300026967,Engineered,Lab enrichment,295091,158448,33090,159987,17.0698221304682
3300014648,Engineered,Built environment,948115,679009,737272,804456,17.0669995140586
3300026286,Engineered,Wastewater,379618,288880,163057,305907,17.0523734661673
3300025345,Aquatic,Thermal springs,427280,353555,70397,359421,17.0484528913805
3300012808,Terrestrial,Soil,448914,387015,206867,409295,17.0472972582745
3300022401,Host-associated,Mammals,408947,23905,3766,26499,17.0427178302489
3300006296,Host-associated,Human,490712,384973,390316,403444,17.0387274174806
3300006239,Host-associated,Human,65490,4691,31747,31923,17.0362190966094
3300025224,Host-associated,Plants,298107,279491,240646,293135,17.0318544854047
3300022739,Host-associated,Plants,467581,229800,247689,250054,17.0254854886095
3300026101,Aquatic,Marine,472610,335780,341314,362747,17.0224777359689
3300026971,Engineered,Lab enrichment,334696,279220,111581,282793,17.0220546769517
3300024970,Aquatic,Freshwater,394152,234957,85937,248760,17.018955417998
3300011856,Engineered,Built environment,773130,625983,597134,641239,17.0161442882066
3300026906,Aquatic,Thermal springs,474294,306789,73873,321768,17.0127388548063
3300027554,Host-associated,Algae,454213,142374,2268,143740,17.0005289397439
3300019372,Host-associated,Mammals,404211,291393,136671,310042,16.9991524472968
3300012812,Host-associated,Insecta,454852,330512,183510,406129,16.9904022453819
3300027937,Aquatic,Thermal springs,455383,369710,94471,372701,16.9880948648675
3300011842,Engineered,Built environment,760369,703486,636994,712097,16.9844475027237
3300021414,Aquatic,Marine,467760,52505,49703,63792,16.9815967918606
3300012259,Engineered,Built environment,775039,393755,411431,431556,16.978606642809
3300025462,Aquatic,Non-marine Saline and Alkaline,420161,287540,91443,292263,16.9728959289871
3300027498,Host-associated,Algae,462392,207132,1601,207955,16.9612620059307
3300024968,Aquatic,Freshwater,382942,221273,62693,233428,16.9586508348752
3300012998,Host-associated,Fungi,470553,9824,4957,13016,16.9572919523908
3300008302,Host-associated,Human,252352,199707,221893,231502,16.9517173057589
3300023293,Aquatic,Non-marine Saline and Alkaline,479837,81117,3403,82184,16.9428524946939
3300025456,Aquatic,Marine,464545,364187,9144,365456,16.9406941959598
3300012847,Host-associated,Insecta,457215,358897,104676,405648,16.9365992698278
3300024946,Aquatic,Freshwater,338891,263869,228725,279860,16.9348199327715
3300011758,Engineered,Built environment,888666,732936,589125,753154,16.9207279246438
3300007876,Host-associated,Human,45164,5611,27705,28215,16.9138034291869
3300012098,Host-associated,Fungi,485232,5059,4981,9282,16.894831657634
3300025080,Aquatic,Freshwater,447137,160826,64495,194438,16.8917099849652
3300011960,Engineered,Built environment,842204,749956,748677,772930,16.8890204977059
3300024257,Aquatic,Marine,478395,352469,13787,354735,16.886714891261
3300024960,Aquatic,Freshwater,399712,275920,192470,296464,16.8862501359389
3300026224,Air,Outdoor Air,427773,127758,270962,272686,16.8856071892586
3300011131,Engineered,Built environment,960477,761124,839103,851074,16.8852561618786
3300026874,Engineered,Lab enrichment,334456,218195,104006,239449,16.8712553477917
3300025361,Aquatic,Non-marine Saline and Alkaline,445773,272860,254406,314935,16.8612192879065
3300024956,Aquatic,Freshwater,477971,376877,310239,414996,16.8564858618439
3300024954,Aquatic,Freshwater,395097,264952,38980,273220,16.8286851950916
3300010054,Aquatic,Marine,476794,227652,240126,353001,16.8255371867417
3300025431,Aquatic,Marine,462927,363102,8321,364120,16.8214542110938
3300007912,Host-associated,Human,53078,8079,35927,36378,16.81078794062
3300013000,Host-associated,Fungi,473526,75625,96585,105902,16.8104315493065
3300027022,Engineered,Lab enrichment,230657,159995,65105,166553,16.8098132443795
3300008418,Host-associated,Human,470895,132668,261776,276548,16.8037464512285
3300010275,Host-associated,Animal,468859,190515,136716,200730,16.8011168502741
3300011181,Aquatic,Non-marine Saline and Alkaline,478045,287491,254669,321341,16.8002590367723
3300012055,Host-associated,Fungi,483257,6653,6441,11859,16.7980564984507
3300026963,Engineered,Lab enrichment,242808,119693,61111,139257,16.7932292261021
3300025497,Terrestrial,Deep subsurface,144258,110747,39232,114544,16.7883313384524
3300008436,Host-associated,Human,586700,530761,491294,550239,16.7874345915516
3300026703,Engineered,Lab enrichment,423559,361338,279445,385583,16.7868799927594
3300025440,Aquatic,Thermal springs,405009,229524,58579,252546,16.7770113298161
3300012100,Host-associated,Fungi,484018,21971,5547,26446,16.7729316268103
3300026289,Engineered,Wastewater,383379,282260,40793,301576,16.765791729142
3300023301,Aquatic,Non-marine Saline and Alkaline,388219,4650,9023,11639,16.7641321650487
3300024940,Aquatic,Freshwater,416717,354803,249459,378839,16.7639365133779
3300010285,Engineered,Bioreactor,406311,217752,50248,226556,16.7628698804087
3300026961,Engineered,Lab enrichment,326147,240267,9117,245872,16.7575018424804
3300020145,Aquatic,Thermal springs,454041,379474,24531,380202,16.7569289405255
3300026112,Aquatic,Marine,474914,368201,348004,374044,16.7559996839581
3300026863,Host-associated,Microbial,317995,15643,133877,143194,16.7553547411334
3300008617,Host-associated,Human,422942,270957,278461,288854,16.746821721332
3300012029,Aquatic,Non-marine Saline and Alkaline,473865,301060,239591,319998,16.7454715364286
3300012800,Host-associated,Birds,434412,228933,368742,416646,16.7454440942693
3300011224,Engineered,Built environment,871357,703659,670646,754170,16.7361297864249
3300027296,Host-associated,Plants,456432,122212,322992,327224,16.7344003551827
3300024928,Aquatic,Freshwater,407829,322483,149507,338776,16.7308449616071
3300024927,Aquatic,Freshwater,392416,292431,136019,303851,16.7295199751128
3300026098,Aquatic,Marine,465883,259753,245512,267079,16.7278157188206
3300026113,Aquatic,Marine,465414,321369,298533,326073,16.7247093980815
3300012262,Aquatic,Non-marine Saline and Alkaline,480023,257970,224543,291406,16.7075313954476
3300012810,Host-associated,Birds,440134,396493,203417,418657,16.704407801978
3300025675,Aquatic,Non-marine Saline and Alkaline,458242,363697,75473,377465,16.7002301250491
3300010266,Host-associated,Animal,464330,258557,136134,273407,16.6987562963652
3300017419,Aquatic,Thermal springs,476062,13340,10113,20697,16.6910464531283
3300025515,Terrestrial,Deep subsurface,145467,86347,34028,88421,16.6908632373586
3300010279,Host-associated,Animal,469228,170879,113935,196996,16.6901966471385
3300007087,Host-associated,Human,252661,198193,228036,232383,16.6891675346458
3300024939,Aquatic,Freshwater,410122,320841,200216,330408,16.688673244336
3300027666,Host-associated,Plants,462034,261442,278552,282296,16.6886570012122
3300026096,Aquatic,Marine,464412,288192,272217,296904,16.6884717203386
3300011529,Engineered,Built environment,948107,700926,676317,763138,16.6876829529763
3300014094,Engineered,Built environment,831354,710815,671280,738226,16.6874357681839
3300017399,Aquatic,Freshwater,450643,257186,41490,261463,16.6766523962756
3300026288,Engineered,Wastewater,392205,299008,250279,328245,16.6736191863006
3300020128,Host-associated,Arthropoda,463280,376652,16605,384326,16.6732537167114
3300025351,Aquatic,Non-marine Saline and Alkaline,447691,292868,265313,328357,16.6679546173995
3300012103,Aquatic,Non-marine Saline and Alkaline,473697,302948,255827,328092,16.6610224699824
3300012031,Aquatic,Non-marine Saline and Alkaline,487118,86675,8408,87608,16.6579909654305
3300024949,Aquatic,Freshwater,412159,320735,53464,328233,16.6464715962745
3300011776,Engineered,Built environment,825899,695447,604394,714925,16.6463147981632
3300012601,Engineered,Built environment,683630,624358,642109,659304,16.6373852673081
3300012121,Aquatic,Non-marine Saline and Alkaline,481078,256112,224602,290255,16.6251903999784
3300026227,Air,Outdoor Air,413003,344273,348085,373214,16.6246393372327
3300011157,Engineered,Built environment,790462,723366,704539,754308,16.6215797789908
3300024945,Aquatic,Freshwater,475392,416798,317998,436714,16.6041468390166
3300024948,Aquatic,Freshwater,408453,338260,110571,348676,16.6007605968265
3300024963,Aquatic,Freshwater,409026,300256,199920,309200,16.5893612941075
3300024919,Aquatic,Freshwater,396154,338138,184646,348647,16.5861743285877
3300012111,Aquatic,Non-marine Saline and Alkaline,483534,287570,248198,322111,16.5840619974151
3300007313,Host-associated,Human,471430,336015,383182,388621,16.5797218975186
3300013018,Terrestrial,Deep subsurface,413258,265977,308318,335240,16.5769798843061
3300011590,Engineered,Built environment,838425,735996,713412,755366,16.5743515224468
3300009156,Host-associated,Plants,466723,10752,14452,24663,16.5714145296251
3300024937,Aquatic,Freshwater,409380,364129,259802,373793,16.559797231987
3300007838,Host-associated,Human,69078,7568,37441,37513,16.5549397251844
3300011202,Engineered,Built environment,640293,409887,452681,463217,16.5547274625863
3300025091,Aquatic,Freshwater,457191,223028,11466,226197,16.5542080194551
3300026969,Engineered,Lab enrichment,384384,276323,270875,311899,16.5540649161038
3300012801,Terrestrial,Soil,452584,432021,321438,441814,16.5538719458438
3300025347,Aquatic,Non-marine Saline and Alkaline,466811,118484,222414,277624,16.542353235873
3300022822,Aquatic,Non-marine Saline and Alkaline,475519,150487,19745,152048,16.5404595737682
3300025433,Aquatic,Non-marine Saline and Alkaline,450776,223111,7228,225142,16.5397850215053
3300024966,Aquatic,Freshwater,475488,367403,258777,388255,16.5328059672614
3300024930,Aquatic,Freshwater,389927,330934,253396,341423,16.5290152402701
3300011177,Aquatic,Non-marine Saline and Alkaline,480407,294330,252940,324912,16.5226120999795
3300021306,Host-associated,Mammals,467107,328015,281254,389473,16.5220465964531
3300003364,Terrestrial,Deep subsurface,397993,378169,12752,379175,16.5172517468089
3300010260,Host-associated,Animal,464560,325386,309812,352507,16.5127914004625
3300026282,Engineered,Wastewater,363298,304649,240495,328206,16.5107906563556
3300012109,Aquatic,Non-marine Saline and Alkaline,484523,287743,254013,323141,16.5086121977589
3300012106,Aquatic,Non-marine Saline and Alkaline,476815,347181,290249,369351,16.5059252154109
3300012128,Aquatic,Non-marine Saline and Alkaline,450780,226265,172127,248160,16.4943999745236
3300011630,Engineered,Built environment,785056,740863,724524,748614,16.4848682409664
3300024957,Aquatic,Freshwater,413351,294994,157862,305240,16.4832967209028
3300026627,Aquatic,Thermal springs,458707,380387,77663,383174,16.4832943196265
3300025272,Host-associated,Plants,470303,423345,80940,431639,16.4822536244981
3300017401,Aquatic,Freshwater,441999,171690,15393,173865,16.4690011999761
3300012027,Aquatic,Non-marine Saline and Alkaline,479355,245878,208345,276019,16.4646153065195
3300010281,Engineered,Bioreactor,407878,172550,44398,180908,16.4608266190571
3300025038,Aquatic,Marine,479286,341316,283272,369987,16.4522295240801
3300012025,Aquatic,Non-marine Saline and Alkaline,483650,309002,269778,341739,16.4455508034417
3300013924,Engineered,Built environment,765571,679891,666964,690876,16.4432786383453
3300008431,Host-associated,Human,67078,18823,48417,49151,16.4431814705846
3300025037,Aquatic,Marine,485463,327894,215098,366078,16.4400133106636
3300011511,Engineered,Built environment,790836,324094,650668,688834,16.4376289844879
3300026097,Aquatic,Non-marine Saline and Alkaline,452849,1644,534,1726,16.4340350871442
3300008668,Host-associated,Human,135057,80236,93331,96658,16.4337482586984
3300012127,Aquatic,Non-marine Saline and Alkaline,477230,254034,215839,285453,16.4332346275823
3300024921,Aquatic,Freshwater,409070,357060,80856,364143,16.4282253739527
3300012030,Aquatic,Non-marine Saline and Alkaline,484530,247324,195806,259220,16.4159763792931
3300011552,Engineered,Built environment,834760,753676,709405,773303,16.414949937622
3300011171,Aquatic,Non-marine Saline and Alkaline,481987,331638,279227,360743,16.4036287006611
3300019375,Host-associated,Mammals,394253,81826,7683,87575,16.4028720513021
3300012147,Aquatic,Non-marine Saline and Alkaline,486058,64510,5295,65159,16.3947386143534
3300012028,Aquatic,Non-marine Saline and Alkaline,481297,288440,239278,319725,16.378259803885
3300026284,Engineered,Wastewater,478826,369225,315872,403593,16.3762177893197
3300012114,Aquatic,Non-marine Saline and Alkaline,472251,246230,201263,277244,16.3739058334968
3300027319,Engineered,Lab enrichment,469401,420617,354497,436247,16.3718137975328
3300025531,Aquatic,Marine,477325,33056,5311,35749,16.3692419408189
3300026647,Engineered,Lab enrichment,342154,243628,138156,284408,16.3676216728931
3300027873,Host-associated,Plants,476382,10579,21823,31729,16.3659649547982
3300012265,Aquatic,Non-marine Saline and Alkaline,473697,233415,200479,264821,16.360641270727
3300024965,Aquatic,Freshwater,478337,408840,303340,432339,16.3590480593848
3300026561,Aquatic,Non-marine Saline and Alkaline,459819,338502,93644,367826,16.3587061286191
3300025360,Aquatic,Thermal springs,297547,171253,34410,178796,16.3493261805107
3300026977,Engineered,Lab enrichment,396631,268030,133251,324808,16.3454899621227
3300012115,Aquatic,Non-marine Saline and Alkaline,476447,232127,195802,263179,16.3443448713178
3300027051,Engineered,Lab enrichment,460873,309334,9979,318128,16.3226210494974
3300011521,Engineered,Built environment,882766,690427,669669,714780,16.3215774891103
3300026736,Terrestrial,Deep subsurface,491084,214285,319956,330820,16.3117537318733
3300012107,Aquatic,Non-marine Saline and Alkaline,481854,296964,255784,331584,16.3075344505497
3300024916,Aquatic,Freshwater,403131,358994,255161,370293,16.3059720613638
3300006192,Aquatic,Freshwater,481264,60979,106482,124495,16.2849418797196
3300026897,Host-associated,Microbial,416803,86937,66076,112926,16.274333541894
3300012110,Aquatic,Non-marine Saline and Alkaline,475025,257859,212693,287526,16.2709170224785
3300027414,Aquatic,Freshwater,317447,293504,296549,300002,16.2663229507869
3300010283,Host-associated,Animal,470131,173243,100680,187389,16.2659855755514
3300011802,Engineered,Built environment,843982,676311,678913,706554,16.264259426923
3300027415,Aquatic,Freshwater,313919,287988,290706,294134,16.2528662532558
3300026885,Aquatic,Thermal springs,457237,395356,126773,399925,16.2524194848749
3300025512,Terrestrial,Deep subsurface,131831,99015,45685,102608,16.2449181443922
3300012118,Aquatic,Non-marine Saline and Alkaline,459804,253078,205695,280539,16.2402199462224
3300027365,Terrestrial,Deep subsurface,457370,55382,105276,110697,16.2341560806277
3300012997,Host-associated,Fungi,469466,378930,392813,396670,16.2293967548481
3300017385,Aquatic,Thermal springs,455106,197864,63213,240800,16.2279937903472
3300023113,Aquatic,Non-marine Saline and Alkaline,474986,270321,211734,295189,16.2249001938442
3300025511,Terrestrial,Deep subsurface,126768,72886,51481,89678,16.213929937633
3300008124,Host-associated,Human,35836,3053,29702,29746,16.2102600532456
3300027356,Engineered,Lab enrichment,472128,456765,233825,462917,16.2058457443443
3300007251,Host-associated,Human,38541,1674,22082,22315,16.1952539165991
3300011179,Aquatic,Non-marine Saline and Alkaline,478187,361813,264332,377130,16.192827443388
3300008719,Host-associated,Human,67003,27237,59871,59890,16.1922727519733
3300025465,Aquatic,Marine,470924,69873,3566,71142,16.1878603557114
3300008678,Host-associated,Human,71512,27431,61919,62045,16.1837777091174
3300012097,Host-associated,Fungi,482921,116581,430088,433097,16.1798045367842
3300011520,Engineered,Built environment,843329,663897,732225,736071,16.1796839249483
3300027344,Engineered,Lab enrichment,471922,460976,337364,465371,16.1656188156675
3300024934,Aquatic,Freshwater,473514,424626,298208,436855,16.1628358259629
3300024912,Aquatic,Freshwater,407427,371641,84462,377124,16.1602283044465
3300012796,Terrestrial,Soil,434865,424196,94009,428248,16.1522573313648
3300007884,Host-associated,Human,52532,3438,33160,33198,16.1514393530659
3300027348,Engineered,Lab enrichment,466639,455440,245390,459513,16.1422691336191
3300014897,Engineered,Built environment,892459,714577,673041,736170,16.1310469642413
3300007002,Host-associated,Human,55431,9035,40586,40652,16.128878342922
3300007826,Host-associated,Human,120872,106752,108502,108647,16.1243379601154
3300021540,Host-associated,Mammals,449798,182753,13878,189966,16.1215838638284
3300012095,Host-associated,Fungi,485122,9390,107924,112703,16.1126431691349
3300027343,Engineered,Lab enrichment,465997,453761,149413,457948,16.1111370923825
3300011163,Engineered,Built environment,748488,673819,667723,689171,16.109409078277
3300024932,Aquatic,Freshwater,477584,353561,276246,431003,16.1065974759458
3300013340,Engineered,Built environment,951803,860842,842062,874331,16.1053972525261
3300027346,Engineered,Lab enrichment,465582,455062,342338,459588,16.105004886471
3300011169,Aquatic,Non-marine Saline and Alkaline,483834,359210,281532,382314,16.1042726978349
3300027353,Engineered,Lab enrichment,474549,462672,352789,467767,16.104253338875
3300014603,Engineered,Built environment,789246,711344,728953,746337,16.1039162102516
3300024924,Aquatic,Freshwater,473071,433875,318725,445513,16.1006708766936
3300012996,Host-associated,Fungi,472449,352517,378621,382575,16.096456770615
3300017394,Aquatic,Freshwater,468352,180974,23958,187756,16.096009268962
3300025510,Terrestrial,Deep subsurface,253640,179540,83623,185371,16.0917534002475
3300022177,Engineered,Modeled,379602,257174,56805,283010,16.0830949666871
3300026825,Host-associated,Microbial,480957,362583,236865,379637,16.0782663622263
3300014687,Engineered,Built environment,934575,809117,449470,851224,16.0745788644634
3300025489,Terrestrial,Deep subsurface,182390,162308,41423,166851,16.0731316882504
3300024955,Aquatic,Freshwater,478012,330995,244495,350685,16.0725097842618
3300024891,Aquatic,Freshwater,390490,181796,120313,194710,16.0709444593657
3300014012,Engineered,Built environment,939533,694244,700425,721888,16.0621500017078
3300002092,Aquatic,Freshwater,431265,57330,1647,58130,16.061274132323
3300013375,Engineered,Built environment,942467,609104,706110,732524,16.0528919457207
3300014900,Engineered,Built environment,953842,155145,748173,755982,16.0473135109724
3300025490,Terrestrial,Deep subsurface,292752,261951,69724,268186,16.0465584416266
3300022826,Aquatic,Non-marine Saline and Alkaline,482856,317115,6662,317196,16.0464399139692
3300022828,Aquatic,Non-marine Saline and Alkaline,345901,66005,7902,66208,16.0457236737587
3300027340,Engineered,Lab enrichment,472420,460675,324663,465467,16.0343100409477
3300027345,Engineered,Lab enrichment,472338,462182,359456,466400,16.0231464453326
3300027358,Engineered,Lab enrichment,472875,462879,366506,467263,16.0203668274184
3300011151,Engineered,Built environment,839292,737184,676347,754607,16.0186321858655
3300013703,Engineered,Built environment,881337,671016,687949,708273,16.0138040787355
3300006501,Host-associated,Human,37229,1816,31018,31082,16.0127741225106
3300024959,Aquatic,Freshwater,457213,352243,89727,358481,16.0116981592046
3300011749,Engineered,Built environment,732360,687380,683144,706324,16.0099877969959
3300027351,Engineered,Lab enrichment,466944,456768,359326,462378,16.0032929748199
3300024909,Aquatic,Freshwater,476339,457386,227056,463642,15.9983970734654
3300002544,Terrestrial,Deep subsurface,363390,345516,11295,346136,15.9916429271709
3300007904,Host-associated,Human,61600,23474,54861,55090,15.9890550715759
3300006246,Host-associated,Human,58849,14051,43902,45392,15.9876323227489
3300024933,Aquatic,Freshwater,475752,445086,264084,456017,15.9855741844534
3300024918,Aquatic,Freshwater,410921,316899,88149,322407,15.9776241471532
3300025492,Terrestrial,Deep subsurface,141268,103463,55508,118363,15.9650297014457
3300006021,Host-associated,Plants,475301,256958,349773,363267,15.9500428146151
3300011803,Engineered,Built environment,947771,752206,492740,778092,15.9488003371992
3300027322,Engineered,Lab enrichment,472017,456178,337195,462400,15.9417081959614
3300027352,Engineered,Lab enrichment,468753,457075,151958,460302,15.9374063812334
3300017397,Aquatic,Thermal springs,476428,24776,59211,82140,15.9297701495029
3300007903,Host-associated,Human,39076,3088,28976,29077,15.9255173086734
3300021279,Host-associated,Mammals,434582,229685,181494,267176,15.9246240942623
3300024953,Aquatic,Freshwater,476718,442960,324402,456151,15.9193744354722
3300013713,Engineered,Built environment,844405,673948,600519,683887,15.9123882525115
3300024952,Aquatic,Freshwater,414059,324581,213618,332715,15.9065921945499
3300024941,Aquatic,Freshwater,396790,286137,187148,297629,15.9045254590562
3300025371,Aquatic,Non-marine Saline and Alkaline,402840,283546,77143,287842,15.9035755365442
3300027349,Engineered,Lab enrichment,465479,454750,344750,460038,15.892357328118
3300008718,Host-associated,Human,234652,203131,218025,219478,15.8887687432362
3300007745,Host-associated,Human,44967,3245,27967,28044,15.887089562884
3300026851,Engineered,Lab synthesis,471856,73131,99440,112148,15.8763375623502
3300003375,Aquatic,Freshwater,319249,71101,2194,71723,15.8751111064887
3300027316,Engineered,Lab enrichment,472420,458186,344904,462704,15.8719048452914
3300024936,Aquatic,Freshwater,474512,425121,67228,431231,15.8659850855332
3300008214,Host-associated,Annelida,441218,68172,11258,71275,15.8638662560556
3300025491,Terrestrial,Deep subsurface,298788,255751,64046,262608,15.8612494385843
3300011358,Engineered,Built environment,945821,240787,341334,371511,15.848476285623
3300011488,Engineered,Built environment,753351,692354,714860,720385,15.8443692739971
3300026987,Engineered,Lab enrichment,382591,67595,20621,78460,15.839422767895
3300024944,Aquatic,Freshwater,467972,363915,295159,396109,15.8304007904743
3300011754,Engineered,Built environment,803223,716958,674249,724229,15.8238321273246
3300027355,Engineered,Lab enrichment,470079,456004,369607,463565,15.8131682165561
3300012065,Host-associated,Fungi,484120,171863,402835,417060,15.8110965547768
3300007738,Host-associated,Human,55935,9808,44581,44620,15.8094972457205
3300014574,Aquatic,Freshwater,396636,327233,5532,330084,15.807321516063
3300027009,Host-associated,Algae,447733,144460,1606,145545,15.8063949833565
3300011144,Engineered,Built environment,794741,693541,674369,709693,15.7916906745185
3300024926,Aquatic,Freshwater,394573,313866,223798,321964,15.7862195900399
3300024951,Aquatic,Freshwater,476790,400627,240028,409716,15.7841296728182
3300012994,Host-associated,Fungi,472061,38153,377351,378075,15.7762521686473
3300025374,Aquatic,Non-marine Saline and Alkaline,405756,160752,86985,200081,15.7713740386045
3300026882,Aquatic,Thermal springs,463502,160711,21725,161843,15.7693763319844
3300012026,Aquatic,Non-marine Saline and Alkaline,480289,243115,183975,262907,15.7691701889542
3300027350,Engineered,Lab enrichment,463875,453002,354945,458203,15.7557905936313
3300007928,Host-associated,Human,41850,1752,32193,32326,15.7537425195514
3300025343,Engineered,Lab enrichment,442604,278026,290293,329571,15.7500904295004
3300012797,Host-associated,Birds,431338,397718,350611,406785,15.7495617934846
3300023292,Aquatic,Non-marine Saline and Alkaline,479062,294552,4296,294580,15.7396491660497
3300012791,Terrestrial,Soil,461511,455078,175460,458923,15.730254000951
3300002091,Aquatic,Freshwater,424390,78350,7525,81083,15.7241350811558
3300012104,Aquatic,Non-marine Saline and Alkaline,462227,239036,177561,259523,15.7160947613814
3300010261,Host-associated,Animal,467663,140511,112537,157046,15.7111281787697
3300014675,Engineered,Built environment,773786,672390,642985,697389,15.6805914369426
3300007054,Host-associated,Human,422459,327186,301354,334307,15.663369572896
3300012244,Engineered,Built environment,781531,638027,695529,722898,15.6578509182106
3300017921,Terrestrial,Deep subsurface,454971,217124,262627,272478,15.6552746098971
3300012101,Host-associated,Fungi,484410,89269,9257,95861,15.6290542165963
3300006915,Host-associated,Annelida,455494,44616,7094,48411,15.598783485757
3300027262,Host-associated,Algae,461320,162386,3895,164979,15.5961488867954
3300026797,Host-associated,Microbial,468218,25611,20618,33764,15.5959318160973
3300024922,Aquatic,Freshwater,473070,418818,279924,429196,15.594154951666
3300013986,Engineered,Built environment,778376,677379,666405,682643,15.5904775887135
3300011454,Engineered,Built environment,943687,815858,208147,827694,15.5899192695059
3300027907,Host-associated,Plants,472544,2274,14429,15449,15.5845631652153
3300027934,Engineered,Lab synthesis,460156,90648,119988,128287,15.5793432030063
3300006889,Host-associated,Annelida,436005,34022,5962,37187,15.5690532510252
3300008432,Host-associated,Human,48298,6440,32145,32441,15.555459916617
3300026100,Aquatic,Marine,476473,358210,333455,362625,15.554505035693
3300026907,Engineered,Lab synthesis,458059,341450,393277,414062,15.5379861468636
3300013020,Terrestrial,Deep subsurface,415632,297072,333973,340898,15.5372195334141
3300011152,Engineered,Built environment,814311,772916,747655,778283,15.5261358632985
3300027354,Engineered,Lab enrichment,472477,460026,386017,466981,15.521475152731
3300024305,Terrestrial,Soil,467139,382779,380688,391252,15.5204997990649
3300025394,Aquatic,Marine,473350,39054,3755,40643,15.5181023347252
3300026821,Aquatic,Thermal springs,487425,153145,65972,155800,15.5138727489939
3300024911,Aquatic,Freshwater,478410,441661,61241,446940,15.5135014486847
3300017920,Terrestrial,Deep subsurface,444557,189479,260994,274900,15.5028304027106
3300012250,Aquatic,Non-marine Saline and Alkaline,460015,210361,143338,225497,15.4829172093702
3300011453,Engineered,Built environment,946433,0,647947,647947,15.4778080981
3300011451,Engineered,Built environment,763240,728029,720451,738277,15.4773278512218
