uid,domainID,siteID,plotID,namedLocation,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedBy,remarks,genomicsDataQF,publicationDate,release
f1da7f7f-d457-4aad-8013-ae5cc84bfde0,D02,SCBI,SCBI_049,SCBI_049.basePlot.bgc,2017-07-19T19:56Z,,NEON.DOC.014048vJ,SCBI_049-M-14-39.5-20170719|SCBI_049-M-29-33.5-20170719|SCBI_049-M-36.5-3.5-20170719,SCBI_049-M-20170719-COMP,,OK,dsoteropoulos@neoninc.org,,,20211222T015154Z,RELEASE-2022
98622668-ad40-47fe-9d92-fb38fcfefac1,D02,SCBI,SCBI_003,SCBI_003.basePlot.bgc,2018-07-16T14:41Z,,NEON.DOC.014048vK,SCBI_003-M-13.5-4.5-20180716|SCBI_003-M-38-17-20180716|SCBI_003-M-20-38.5-20180716,SCBI_003-M-20180716-COMP,B00000018640,OK,llemmon@field-ops.org,,,20211221T225259Z,RELEASE-2022
e75216b5-8c14-4150-aa60-b99a084ac3e4,D02,SCBI,SCBI_008,SCBI_008.basePlot.bgc,2018-07-16T17:03Z,,NEON.DOC.014048vK,SCBI_008-M-28.5-35-20180716|SCBI_008-M-34-14-20180716|SCBI_008-M-14.5-7.5-20180716,SCBI_008-M-20180716-COMP,B00000018644,OK,llemmon@field-ops.org,,,20211221T225259Z,RELEASE-2022
992bae4d-a76b-4de9-9fbd-2dd75bdb267b,D02,SCBI,SCBI_049,SCBI_049.basePlot.bgc,2018-07-16T18:48Z,,NEON.DOC.014048vK,SCBI_049-M-7-8.5-20180716|SCBI_049-M-32.5-11-20180716|SCBI_049-M-35-32-20180716,SCBI_049-M-20180716-COMP,B00000018673,OK,llemmon@field-ops.org,,,20211221T225259Z,RELEASE-2022
b3da7b9d-f550-4812-ab24-fecf4cbc3d98,D02,SCBI,SCBI_047,SCBI_047.basePlot.bgc,2018-07-17T12:34Z,,NEON.DOC.014048vK,SCBI_047-M-33.5-8-20180717|SCBI_047-M-16.5-35-20180717|SCBI_047-M-3-1.5-20180717,SCBI_047-M-20180717-COMP,B00000018657,OK,llemmon@field-ops.org,,,20211221T225259Z,RELEASE-2022
02aa01a8-37e5-43f2-aa1d-a3825fe2cac3,D02,SCBI,SCBI_004,SCBI_004.basePlot.bgc,2018-07-17T13:55Z,,NEON.DOC.014048vK,SCBI_004-M-14-30-20180717|SCBI_004-M-2-7-20180717|SCBI_004-M-24-7.5-20180717,SCBI_004-M-20180717-COMP,B00000018648,OK,llemmon@field-ops.org,,,20211221T225259Z,RELEASE-2022
e980dd8a-3dab-4e38-81c0-4eb378bc0c4f,D02,SCBI,SCBI_067,SCBI_067.basePlot.bgc,2018-07-17T13:47Z,,NEON.DOC.014048vK,SCBI_067-M-6-8.5-20180717|SCBI_067-M-29.5-32.5-20180717|SCBI_067-M-1-28-20180717,SCBI_067-M-20180717-COMP,B00000018661,OK,llemmon@field-ops.org,,,20211221T225259Z,RELEASE-2022
0e52d9fd-c9dc-457a-ba8c-adc89c94a991,D02,SCBI,SCBI_006,SCBI_006.basePlot.bgc,2018-07-17T16:30Z,,NEON.DOC.014048vK,SCBI_006-M-20.5-30-20180717|SCBI_006-M-36.5-0-20180717|SCBI_006-M-10.5-34-20180717,SCBI_006-M-20180717-COMP,B00000018636,OK,llemmon@field-ops.org,,,20211221T225259Z,RELEASE-2022
30a01120-cafc-4ea2-8c59-c4d8cedad540,D02,SCBI,SCBI_012,SCBI_012.basePlot.bgc,2018-07-18T13:30Z,,NEON.DOC.014048vK,SCBI_012-M-33-26.5-20180718|SCBI_012-M-4.5-15-20180718|SCBI_012-M-0.5-36.5-20180718,SCBI_012-M-20180718-COMP,B00000018665,OK,llemmon@field-ops.org,,,20211221T225259Z,RELEASE-2022
91542e4e-e0fa-4821-9746-db66431a1894,D02,SCBI,SCBI_045,SCBI_045.basePlot.bgc,2018-07-18T16:45Z,,NEON.DOC.014048vK,SCBI_045-M-12-39.5-20180718|SCBI_045-M-35-24.5-20180718|SCBI_045-M-35.5-11-20180718,SCBI_045-M-20180718-COMP,B00000018669,OK,llemmon@field-ops.org,,,20211221T225259Z,RELEASE-2022
34c0433c-17c8-4539-b5a2-057f9b5d9147,D02,SCBI,SCBI_005,SCBI_005.basePlot.bgc,2018-07-18T19:50Z,,NEON.DOC.014048vK,SCBI_005-M-30-14.5-20180718|SCBI_005-M-7.5-0-20180718|SCBI_005-M-24.5-31.5-20180718,SCBI_005-M-20180718-COMP,B00000018653,OK,llemmon@field-ops.org,,,20211221T225259Z,RELEASE-2022
b44fefc8-204f-465b-91e2-0b62182b9c5a,D02,SCBI,SCBI_005,SCBI_005.basePlot.bgc,2019-07-29T14:29Z,,NEON.DOC.014048vL,SCBI_005-M-9.5-2-20190729|SCBI_005-M-32-0.5-20190729|SCBI_005-M-3.5-36.5-20190729,SCBI_005-M-20190729-COMP,B00000018891,OK,,,,20211221T211125Z,RELEASE-2022
506f90b0-c390-4d90-8a3b-2e5372ffebe4,D02,SCBI,SCBI_003,SCBI_003.basePlot.bgc,2019-07-29T14:51Z,,NEON.DOC.014048vL,SCBI_003-M-21-38.5-20190729|SCBI_003-M-18-1.5-20190729|SCBI_003-M-38.5-10.5-20190729,SCBI_003-M-20190729-COMP,B00000018899,OK,,,,20211221T211125Z,RELEASE-2022
4a020764-b4b8-49a1-9e7c-aa55694dba3a,D02,SCBI,SCBI_004,SCBI_004.basePlot.bgc,2019-07-29T17:13Z,,NEON.DOC.014048vL,SCBI_004-M-38-34.5-20190729|SCBI_004-M-4.5-22.5-20190729|SCBI_004-M-2.5-9-20190729,SCBI_004-M-20190729-COMP,B00000018895,OK,,,,20211221T211125Z,RELEASE-2022
8b3c73af-01a4-4214-819c-2e3314c9980b,D02,SCBI,SCBI_010,SCBI_010.basePlot.bgc,2019-07-29T17:54Z,,NEON.DOC.014048vL,SCBI_010-M-6-6-20190729|SCBI_010-M-29-5.5-20190729|SCBI_010-M-35-23.5-20190729,SCBI_010-M-20190729-COMP,B00000018879,OK,,,,20211221T211125Z,RELEASE-2022
1d928b02-62b7-4ba8-b0ee-c50d5afc6674,D02,SCBI,SCBI_006,SCBI_006.basePlot.bgc,2019-07-29T19:12Z,,NEON.DOC.014048vL,SCBI_006-M-8-23.5-20190729|SCBI_006-M-6.5-9-20190729|SCBI_006-M-32-6-20190729,SCBI_006-M-20190729-COMP,B00000018887,OK,,,,20211221T211125Z,RELEASE-2022
828ba36b-2bec-4fe3-968c-daa59114e6df,D02,SCBI,SCBI_047,SCBI_047.basePlot.bgc,2019-07-30T13:40Z,,NEON.DOC.014048vL,SCBI_047-M-39.5-35-20190730|SCBI_047-M-9.5-0-20190730|SCBI_047-M-38-7.5-20190730,SCBI_047-M-20190730-COMP,B00000018871,OK,,,,20211221T211125Z,RELEASE-2022
2af14cdc-d452-4a8a-8586-0c52b0b3e88e,D02,SCBI,SCBI_008,SCBI_008.basePlot.bgc,2019-07-30T13:53Z,,NEON.DOC.014048vL,SCBI_008-M-36-38-20190730|SCBI_008-M-22-4-20190730|SCBI_008-M-13.5-31.5-20190730,SCBI_008-M-20190730-COMP,B00000018883,OK,,,,20211221T211125Z,RELEASE-2022
54f23c45-f74b-45e1-9c7c-fa68fa158600,D02,SCBI,SCBI_067,SCBI_067.basePlot.bgc,2019-07-30T15:29Z,,NEON.DOC.014048vL,SCBI_067-M-33.5-5-20190730|SCBI_067-M-2-35.5-20190730|SCBI_067-M-15-0-20190730,SCBI_067-M-20190730-COMP,B00000018863,OK,,,,20211221T211125Z,RELEASE-2022
3add2913-b03e-4188-a0f0-c3a1ad435235,D02,SCBI,SCBI_049,SCBI_049.basePlot.bgc,2019-07-30T16:14Z,,NEON.DOC.014048vL,SCBI_049-M-6.5-38.5-20190730|SCBI_049-M-5.5-10-20190730|SCBI_049-M-30-25.5-20190730,SCBI_049-M-20190730-COMP,B00000018867,OK,,,,20211221T211125Z,RELEASE-2022
2a8a51c2-7fee-4ec3-87cb-e207c50c5d8b,D02,SCBI,SCBI_045,SCBI_045.basePlot.bgc,2019-07-30T18:35Z,,NEON.DOC.014048vL,SCBI_045-M-9-28.5-20190730|SCBI_045-M-17.5-2.5-20190730|SCBI_045-M-38.5-9-20190730,SCBI_045-M-20190730-COMP,B00000018875,OK,,,,20211221T211125Z,RELEASE-2022
850f8587-4d48-4bed-ba4e-72199a23d2fd,D02,SCBI,SCBI_004,SCBI_004.basePlot.bgc,2020-07-20T14:20Z,SCBI.peakGreenness.2020,NEON.DOC.014048vN,SCBI_004-M-6-4-20200720|SCBI_004-M-36-16.5-20200720|SCBI_004-M-29-34.5-20200720,SCBI_004-M-20200720-COMP,B00000051931,OK,0000-0001-7914-5891,,,20211221T220848Z,RELEASE-2022
41f8f98c-cf64-430b-8926-70fb66a400c7,D02,SCBI,SCBI_003,SCBI_003.basePlot.bgc,2020-07-20T14:55Z,SCBI.peakGreenness.2020,NEON.DOC.014048vN,SCBI_003-M-2.5-30-20200720|SCBI_003-M-32-15.5-20200720|SCBI_003-M-8-3.5-20200720,SCBI_003-M-20200720-COMP,B00000051927,OK,0000-0001-7914-5891,,,20211221T220848Z,RELEASE-2022
bce7e7fa-5b87-4c07-bfd2-5620e09024c0,D02,SCBI,SCBI_006,SCBI_006.basePlot.bgc,2020-07-20T15:47Z,SCBI.peakGreenness.2020,NEON.DOC.014048vN,SCBI_006-M-6.5-39.5-20200720|SCBI_006-M-37.5-26-20200720|SCBI_006-M-1-16-20200720,SCBI_006-M-20200720-COMP,B00000051939,OK,0000-0001-8122-5196,,,20211221T220848Z,RELEASE-2022
6050bd11-aeae-4d59-a8f3-9d5d4f886bfe,D02,SCBI,SCBI_010,SCBI_010.basePlot.bgc,2020-07-20T18:23Z,SCBI.peakGreenness.2020,NEON.DOC.014048vN,SCBI_010-M-5.5-22.5-20200720|SCBI_010-M-36.5-14-20200720|SCBI_010-M-18-3-20200720,SCBI_010-M-20200720-COMP,B00000051947,OK,0000-0001-7914-5891,,,20211221T220848Z,RELEASE-2022
2a0f356d-f89d-4795-8734-9639e7fb6957,D02,SCBI,SCBI_005,SCBI_005.basePlot.bgc,2020-07-20T18:09Z,SCBI.peakGreenness.2020,NEON.DOC.014048vN,SCBI_005-M-31-33.5-20200720|SCBI_005-M-2.5-12-20200720|SCBI_005-M-1.5-30.5-20200720,SCBI_005-M-20200720-COMP,B00000051935,OK,0000-0001-8122-5196,,,20211221T220848Z,RELEASE-2022
795ea822-993d-462a-992c-7add388c8703,D02,SCBI,SCBI_045,SCBI_045.basePlot.bgc,2020-07-21T13:07Z,SCBI.peakGreenness.2020,NEON.DOC.014048vN,SCBI_045-M-34-38-20200721|SCBI_045-M-32.5-17.5-20200721|SCBI_045-M-6-38-20200721,SCBI_045-M-20200721-COMP,B00000051951,OK,0000-0003-4435-4161,,,20211221T220848Z,RELEASE-2022
ab756896-b574-43d2-8404-d88c0f3c8dd8,D02,SCBI,SCBI_008,SCBI_008.basePlot.bgc,2020-07-21T13:03Z,SCBI.peakGreenness.2020,NEON.DOC.014048vN,SCBI_008-M-35-20-20200721|SCBI_008-M-32-0-20200721|SCBI_008-M-4.5-1-20200721,SCBI_008-M-20200721-COMP,B00000051943,OK,0000-0001-7914-5891,,,20211221T220848Z,RELEASE-2022
120c4fbc-9099-4fb2-bb27-85ed46b67550,D02,SCBI,SCBI_049,SCBI_049.basePlot.bgc,2020-07-21T14:46Z,SCBI.peakGreenness.2020,NEON.DOC.014048vN,SCBI_049-M-1-21-20200721|SCBI_049-M-22.5-8-20200721|SCBI_049-M-38.5-23.5-20200721,SCBI_049-M-20200721-COMP,B00000051959,OK,0000-0001-8122-5196,,,20211221T220848Z,RELEASE-2022
2ee81e69-3034-48c0-bd00-e31c56f671e8,D02,SCBI,SCBI_047,SCBI_047.basePlot.bgc,2020-07-21T15:43Z,SCBI.peakGreenness.2020,NEON.DOC.014048vN,SCBI_047-M-31.5-21.5-20200721|SCBI_047-M-9.5-33.5-20200721|SCBI_047-M-31-7-20200721,SCBI_047-M-20200721-COMP,B00000051955,OK,0000-0001-7914-5891,,,20211221T220848Z,RELEASE-2022
13fb7145-734b-442b-a3df-9e92eb8bc11d,D02,SCBI,SCBI_067,SCBI_067.basePlot.bgc,2020-07-21T18:16Z,SCBI.peakGreenness.2020,NEON.DOC.014048vN,SCBI_067-M-17.5-4-20200721|SCBI_067-M-22-1.5-20200721|SCBI_067-M-9-31-20200721,SCBI_067-M-20200721-COMP,B00000051963,OK,0000-0001-7914-5891,,,20211221T220848Z,RELEASE-2022
c8bbb564-f8a7-4be6-9f59-58e48a56173c,D02,SCBI,SCBI_005,SCBI_005.basePlot.bgc,2021-07-19T15:03Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_005-M-34.5-23-20210719|SCBI_005-M-1.5-36.5-20210719|SCBI_005-M-18.5-7-20210719,SCBI_005-M-20210719-COMP,B00000052756,OK,0000-0001-8122-5196,,,20220503T164904Z,PROVISIONAL
6ef403a8-4e34-4914-88aa-77f90f9009e9,D02,SCBI,SCBI_003,SCBI_003.basePlot.bgc,2021-07-19T15:21Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_003-M-9.5-28-20210719|SCBI_003-M-36-11-20210719|SCBI_003-M-3-6-20210719,SCBI_003-M-20210719-COMP,B00000052741,OK,0000-0001-7914-5891,,,20220503T164904Z,PROVISIONAL
a6f65f74-d969-4c78-b6b5-796d8dbd2fb4,D02,SCBI,SCBI_010,SCBI_010.basePlot.bgc,2021-07-19T17:37Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_010-M-14-6.5-20210719|SCBI_010-M-37.5-29.5-20210719|SCBI_010-M-35-10.5-20210719,SCBI_010-M-20210719-COMP,B00000052745,OK,0000-0001-7914-5891,,,20220503T164904Z,PROVISIONAL
3ab7c558-506e-4c2a-a454-6a2db5741470,D02,SCBI,SCBI_004,SCBI_004.basePlot.bgc,2021-07-19T18:33Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_004-M-38.5-35-20210719|SCBI_004-M-22-6-20210719|SCBI_004-M-12-2.5-20210719,SCBI_004-M-20210719-COMP,B00000052749,OK,0000-0001-8122-5196,,,20220503T164904Z,PROVISIONAL
ce58d538-7173-4a9f-af31-07ab33749238,D02,SCBI,SCBI_008,SCBI_008.basePlot.bgc,2021-07-19T20:20Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_008-M-15-32.5-20210719|SCBI_008-M-8.5-14.5-20210719|SCBI_008-M-37.5-2-20210719,SCBI_008-M-20210719-COMP,B00000052773,OK,0000-0001-7914-5891,,,20220503T164904Z,PROVISIONAL
692a43bf-e932-4f3c-b4cb-8c14fb098f16,D02,SCBI,SCBI_006,SCBI_006.basePlot.bgc,2021-07-19T20:18Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_006-M-34.5-11.5-20210719|SCBI_006-M-22.5-31.5-20210719|SCBI_006-M-7.5-0.5-20210719,SCBI_006-M-20210719-COMP,B00000052765,OK,0000-0001-8122-5196,,,20220503T164904Z,PROVISIONAL
a522e757-85c1-4c4c-9386-a5ea264c5105,D02,SCBI,SCBI_045,SCBI_045.basePlot.bgc,2021-07-20T13:27Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_045-M-34-16.5-20210720|SCBI_045-M-19-2-20210720|SCBI_045-M-5.5-35.5-20210720,SCBI_045-M-20210720-COMP,B00000052752,OK,0000-0001-8122-5196,,,20220503T164904Z,PROVISIONAL
a7a12fdb-8e6f-4158-82b0-9f3442941ba0,D02,SCBI,SCBI_047,SCBI_047.basePlot.bgc,2021-07-20T13:47Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_047-M-31.5-27-20210720|SCBI_047-M-9.5-27-20210720|SCBI_047-M-10.5-3-20210720,SCBI_047-M-20210720-COMP,B00000052761,OK,0000-0001-7914-5891,,,20220503T164904Z,PROVISIONAL
3d66ceef-ab25-4b18-a233-e82d7ba89c29,D02,SCBI,SCBI_067,SCBI_067.basePlot.bgc,2021-07-20T15:23Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_067-M-4-6.5-20210720|SCBI_067-M-11-36-20210720|SCBI_067-M-34-17.5-20210720,SCBI_067-M-20210720-COMP,B00000052777,OK,0000-0001-7914-5891,,,20220503T164904Z,PROVISIONAL
e88f5954-5c21-45a7-ae8d-801511bf7a0f,D02,SCBI,SCBI_049,SCBI_049.basePlot.bgc,2021-07-20T15:31Z,SCBI.peakGreenness.2021,NEON.DOC.014048vN,SCBI_049-M-5-14.5-20210720|SCBI_049-M-6-36.5-20210720|SCBI_049-M-33-35-20210720,SCBI_049-M-20210720-COMP,B00000052766,OK,0000-0001-8122-5196,,,20220503T164904Z,PROVISIONAL
98963cb2-46db-4d71-9286-1250494f3ac6,D02,SERC,SERC_002,SERC_002.basePlot.bgc,2015-08-10T17:36Z,,NEON.DOC.014048vF,SERC_002-O-2.5-10.5-20150810|SERC_002-O-33-17.5-20150810,SERC_002-O-20150810-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
2fdbe40f-a169-4024-9e50-f6edf1aa9602,D02,SERC,SERC_002,SERC_002.basePlot.bgc,2015-08-10T18:24Z,,NEON.DOC.014048vF,SERC_002-M-33-17.5-20150810|SERC_002-M-26-31-20150810|SERC_002-M-2.5-10.5-20150810,SERC_002-M-20150810-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
bc515204-bd3e-4a5a-8c0e-17621c4dd318,D02,SERC,SERC_007,SERC_007.basePlot.bgc,2015-08-11T15:07Z,,NEON.DOC.014048vF,SERC_007-M-37-12-20150811|SERC_007-M-32-25-20150811|SERC_007-M-11-30-20150811,SERC_007-M-20150811-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
ada065a4-7498-4a3b-abb3-baecbe48459b,D02,SERC,SERC_001,SERC_001.basePlot.bgc,2015-08-11T17:52Z,,NEON.DOC.014048vF,SERC_001-M-39.5-27-20150811|SERC_001-M-3.5-19-20150811|SERC_001-M-31.5-0.5-20150811,SERC_001-M-20150811-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
beb5e4a1-00cb-4b73-ba4f-ae1efe898d11,D02,SERC,SERC_001,SERC_001.basePlot.bgc,2015-08-11T17:52Z,,NEON.DOC.014048vF,SERC_001-O-39.5-27-20150811|SERC_001-O-3.5-19-20150811|SERC_001-O-31.5-0.5-20150811,SERC_001-O-20150811-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
8314f941-3865-4d8e-a8b5-de3b2d3abcda,D02,SERC,SERC_004,SERC_004.basePlot.bgc,2015-08-12T15:04Z,,NEON.DOC.014048vF,SERC_004-M-33.5-2-20150812|SERC_004-M-0.5-35-20150812|SERC_004-M-36-38-20150812,SERC_004-M-20150812-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
0a45f12b-c458-4c63-9b9f-6b6de91a06c2,D02,SERC,SERC_004,SERC_004.basePlot.bgc,2015-08-12T15:04Z,,NEON.DOC.014048vF,SERC_004-O-36-38-20150812|SERC_004-O-33.5-2-20150812|SERC_004-O-0.5-35-20150812,SERC_004-O-20150812-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
04e85fc3-3dfe-4f51-802f-08f109bd97e4,D02,SERC,SERC_045,SERC_045.basePlot.bgc,2015-08-12T18:57Z,,NEON.DOC.014048vF,SERC_045-M-32.5-18-20150812|SERC_045-M-6.5-7.5-20150812|SERC_045-M-33.5-30.5-20150812,SERC_045-M-20150812-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
17ea8924-202e-4ded-af87-7c2c4fc13c2e,D02,SERC,SERC_045,SERC_045.basePlot.bgc,2015-08-12T18:57Z,,NEON.DOC.014048vF,SERC_045-O-33.5-30.5-20150812|SERC_045-O-6.5-7.5-20150812|SERC_045-O-32.5-18-20150812,SERC_045-O-20150812-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
5dc89847-dbdb-4ef0-a9b2-481ea9a40826,D02,SERC,SERC_003,SERC_003.basePlot.bgc,2015-08-13T14:18Z,,NEON.DOC.014048vF,SERC_003-M-33.5-36.5-20150813|SERC_003-M-2.5-0.5-20150813|SERC_003-M-34.5-17-20150813,SERC_003-M-20150813-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
0fabc765-c245-4655-811a-9054061bdfcf,D02,SERC,SERC_003,SERC_003.basePlot.bgc,2015-08-13T14:18Z,,NEON.DOC.014048vF,SERC_003-O-2.5-0.5-20150813|SERC_003-O-33.5-36.5-20150813|SERC_003-O-34.5-17-20150813,SERC_003-O-20150813-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
3f8a9007-3445-4989-81c7-e26d12515978,D02,SERC,SERC_005,SERC_005.basePlot.bgc,2015-08-13T16:37Z,,NEON.DOC.014048vF,SERC_005-M-35.5-28.5-20150813|SERC_005-M-35-13-20150813|SERC_005-M-5.5-28.5-20150813,SERC_005-M-20150813-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
4cae3ce5-3359-4d4e-801b-036ecdec6f3a,D02,SERC,SERC_044,SERC_044.basePlot.bgc,2015-08-13T19:20Z,,NEON.DOC.014048vF,SERC_044-M-39-31-20150813|SERC_044-M-7.5-3.5-20150813|SERC_044-M-39.5-9.5-20150813,SERC_044-M-20150813-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
c7be2c32-f630-498b-87cf-2702c10ca791,D02,SERC,SERC_044,SERC_044.basePlot.bgc,2015-08-13T19:20Z,,NEON.DOC.014048vF,SERC_044-O-7.5-3.5-20150813|SERC_044-O-39.5-9.5-20150813|SERC_044-O-39-31-20150813,SERC_044-O-20150813-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
71b43f8e-9f29-4d69-9f1c-fb32ea9ec1d0,D02,SERC,SERC_047,SERC_047.basePlot.bgc,2015-08-14T13:02Z,,NEON.DOC.014048vF,SERC_047-M-36.5-16.5-20150814|SERC_047-M-15.5-3.5-20150814|SERC_047-M-38.5-39.5-20150814,SERC_047-M-20150814-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
ab686e7e-32b7-4a41-b580-6f9dff2ed94f,D02,SERC,SERC_046,SERC_046.basePlot.bgc,2015-08-14T14:51Z,,NEON.DOC.014048vF,SERC_046-O-6.5-6.5-20150814|SERC_046-O-34-21-20150814,SERC_046-O-20150814-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
cb271810-3c97-482b-8219-6849580c42c7,D02,SERC,SERC_046,SERC_046.basePlot.bgc,2015-08-14T14:51Z,,NEON.DOC.014048vF,SERC_046-M-34-21-20150814|SERC_046-M-6.5-6.5-20150814|SERC_046-M-36.5-4-20150814,SERC_046-M-20150814-COMP,,OK,,,,20211221T233340Z,RELEASE-2022
8a88f427-774a-44dd-b0d7-7f8cbf3ecc93,D02,SERC,SERC_049,SERC_049.basePlot.bgc,2016-08-09T13:20Z,,NEON.DOC.014048vF,SERC_049-O-37-13-20160809,SERC_049-O-20160809-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
dd1bd7a5-5cb7-45df-bf87-4cf3fd7b4754,D02,SERC,SERC_049,SERC_049.basePlot.bgc,2016-08-09T14:30Z,,NEON.DOC.014048vF,SERC_049-M-28-37.5-20160809|SERC_049-M-17.5-31-20160809|SERC_049-M-37-13-20160809,SERC_049-M-20160809-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
08111ca8-0e1d-47da-acc1-86a1795fdad6,D02,SERC,SERC_047,SERC_047.basePlot.bgc,2016-08-09T15:10Z,,NEON.DOC.014048vF,SERC_047-O-6-21-20160809,SERC_047-O-20160809-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
0d5a3a3a-529c-42f2-b958-a28240d5d522,D02,SERC,SERC_047,SERC_047.basePlot.bgc,2016-08-09T16:10Z,,NEON.DOC.014048vF,SERC_047-M-30-26.5-20160809|SERC_047-M-14.5-12.5-20160809,SERC_047-M-20160809-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
c082926b-4fad-4195-b4ef-aea32bca749f,D02,SERC,SERC_007,SERC_007.basePlot.bgc,2016-08-09T19:21Z,,NEON.DOC.014048vF,SERC_007-M-19-2.5-20160809|SERC_007-M-13.5-36.5-20160809|SERC_007-M-38.5-20-20160809,SERC_007-M-20160809-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
3778852d-37a5-4255-8752-51ac895a28ff,D02,SERC,SERC_005,SERC_005.basePlot.bgc,2016-08-10T11:45Z,,NEON.DOC.014048vF,SERC_005-M-1-4-20160810,SERC_005-M-20160810-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
fa8cc641-efe4-4304-90e9-b3df5d32da7f,D02,SERC,SERC_005,SERC_005.basePlot.bgc,2016-08-10T12:50Z,,NEON.DOC.014048vF,SERC_005-O-36.5-17.5-20160810|SERC_005-O-34.5-20.5-20160810,SERC_005-O-20160810-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
89459ddf-e272-4067-918e-8cd9863b9617,D02,SERC,SERC_044,SERC_044.basePlot.bgc,2016-08-10T15:20Z,,NEON.DOC.014048vF,SERC_044-O-28.5-4.5-20160810|SERC_044-O-0-31-20160810|SERC_044-O-24.5-31.5-20160810,SERC_044-O-20160810-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
babc80c7-6ae7-4798-86d8-04275feae3d0,D02,SERC,SERC_045,SERC_045.basePlot.bgc,2016-08-10T19:38Z,,NEON.DOC.014048vF,SERC_045-M-31-20.5-20160810|SERC_045-M-33.5-6-20160810,SERC_045-M-20160810-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
28243289-d86e-4ca5-aef4-fe4b72723b59,D02,SERC,SERC_045,SERC_045.basePlot.bgc,2016-08-10T19:57Z,,NEON.DOC.014048vF,SERC_045-O-5-27-20160810,SERC_045-O-20160810-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
3e41b530-0244-4213-a14c-f4feff91d346,D02,SERC,SERC_001,SERC_001.basePlot.bgc,2016-08-11T12:46Z,,NEON.DOC.014048vF,SERC_001-M-0.5-20-20160811,SERC_001-M-20160811-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
14c22427-5a15-422c-a8da-d1f7e8f9e1f6,D02,SERC,SERC_001,SERC_001.basePlot.bgc,2016-08-11T13:31Z,,NEON.DOC.014048vF,SERC_001-O-37.5-8-20160811|SERC_001-O-32.5-29-20160811,SERC_001-O-20160811-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
e28dfec4-b69f-4f30-836d-18b31c01949d,D02,SERC,SERC_004,SERC_004.basePlot.bgc,2016-08-11T15:59Z,,NEON.DOC.014048vF,SERC_004-M-8-36-20160811|SERC_004-M-38-3.5-20160811,SERC_004-M-20160811-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
ffafaa3d-25d2-4e5c-9659-ea0c92d8fba7,D02,SERC,SERC_004,SERC_004.basePlot.bgc,2016-08-11T15:35Z,,NEON.DOC.014048vF,SERC_004-O-34.5-24-20160811,SERC_004-O-20160811-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
96e819a4-f7ad-4053-8f64-f13eab97cb00,D02,SERC,SERC_003,SERC_003.basePlot.bgc,2016-08-11T18:01Z,,NEON.DOC.014048vF,SERC_003-O-31-18.5-20160811|SERC_003-O-14.5-38.5-20160811,SERC_003-O-20160811-COMP,,OK,tspindler@field-ops.org,,,20211222T010127Z,RELEASE-2022
