uid,namedLocation,domainID,siteID,plotID,plotType,collectDate,samplingProtocolVersion,sampleID,sampleCode,kclSampleID,kclSampleCode,incubationPairID,nTransBoutType,incubationLength,extractionStartDate,kclReferenceID,soilFreshMass,kclVolume,extractionEndDate,sampleCondition,remarks,processedBy,recordedBy,dataQF,publicationDate,release
28946cd9-9aeb-4478-b4bf-268acd47b2a4,KONA_054.basePlot.bgc,D06,KONA,KONA_054,tower,2019-04-23T14:08Z,NEON.DOC.014048vL,KONA_054-M-36.5-31-20190423,A00000042789,KONA_054-M-36.5-31-20190423-KCL,B00000016961,KONA_054-M-36.5-31,tFinal,19.9,2019-04-24T14:07Z,KONA-20190424-BRef1,10.03,100,2019-04-24T15Z,OK,,0000-0002-8335-145X,0000-0001-7163-2310,,20211222T011700Z,RELEASE-2022
1788f7de-a161-4260-a0f9-5ae9de6da448,KONA_054.basePlot.bgc,D06,KONA,KONA_054,tower,2019-04-03T17:05Z,NEON.DOC.014048vK,KONA_054-M-36.5-18-20190403,A00000042271,KONA_054-M-36.5-18-20190403-KCL,B00000016912,KONA_054-M-36.5-18,tInitial,0,2019-04-04T13:22Z,KONA-20190404-BRef1,10.23,100,2019-04-04T15Z,OK,,0000-0002-3172-0145,0000-0002-3172-0145,,20211222T011700Z,RELEASE-2022
6b79e7f0-3428-4839-83a8-f39126c18706,KONA_054.basePlot.bgc,D06,KONA,KONA_054,tower,2019-04-23T14:15Z,NEON.DOC.014048vL,KONA_054-M-36.5-18-20190423,A00000042788,KONA_054-M-36.5-18-20190423-KCL,B00000016959,KONA_054-M-36.5-18,tFinal,19.88,2019-04-24T14:12Z,KONA-20190424-BRef1,10.12,100,2019-04-24T15Z,OK,,0000-0002-8335-145X,0000-0001-7163-2310,,20211222T011700Z,RELEASE-2022
c181b0b8-3c59-4b85-98f5-c9a82d444938,KONA_006.basePlot.bgc,D06,KONA,KONA_006,distributed,2019-06-17T14:14Z,NEON.DOC.014048vL,KONA_006-M-35.5-17-20190617,A00000079583,KONA_006-M-35.5-17-20190617-KCL,B00000017272,KONA_006-M-35.5-17,tInitial,0,2019-06-18T13:53Z,KONA-20190618-BRef1,10.11,99,2019-06-18T15Z,OK,,0000-0003-2918-8281,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
48685c09-6f76-4291-8afd-ed40515c7a69,KONA_006.basePlot.bgc,D06,KONA,KONA_006,distributed,2019-06-17T14:41Z,NEON.DOC.014048vL,KONA_006-M-0-19.5-20190617,A00000079581,KONA_006-M-0-19.5-20190617-KCL,B00000017271,KONA_006-M-0-19.5,tInitial,0,2019-06-18T13:52Z,KONA-20190618-BRef1,10.03,99,2019-06-18T15Z,OK,,0000-0003-2918-8281,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
0b8e3152-37d1-494c-aa48-6a0efc5cba80,KONA_005.basePlot.bgc,D06,KONA,KONA_005,distributed,2019-06-17T14:42Z,NEON.DOC.014048vL,KONA_005-M-28-6.5-20190617,A00000079596,KONA_005-M-28-6.5-20190617-KCL,B00000017274,KONA_005-M-28-6.5,tInitial,0,2019-06-18T13:49Z,KONA-20190618-BRef1,10,101,2019-06-18T15Z,OK,,0000-0003-2918-8281,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
0cf8b4c1-43db-434b-8f6d-1442e0899d73,KONA_006.basePlot.bgc,D06,KONA,KONA_006,distributed,2019-06-17T15:08Z,NEON.DOC.014048vL,KONA_006-M-13-35.5-20190617,A00000079582,KONA_006-M-13-35.5-20190617-KCL,B00000017273,KONA_006-M-13-35.5,tInitial,0,2019-06-18T13:53Z,KONA-20190618-BRef1,10.12,99,2019-06-18T15Z,OK,,0000-0003-2918-8281,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
93dc7c0c-b8fa-47bb-b540-c858b96be5b9,KONA_005.basePlot.bgc,D06,KONA,KONA_005,distributed,2019-06-17T15:16Z,NEON.DOC.014048vL,KONA_005-M-34-28-20190617,A00000079595,KONA_005-M-34-28-20190617-KCL,B00000017246,KONA_005-M-34-28,tInitial,0,2019-06-18T13:48Z,KONA-20190618-BRef1,10.08,100,2019-06-18T15Z,OK,,0000-0003-2918-8281,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
dbba9e33-6606-45fb-a332-f463aa22217d,KONA_005.basePlot.bgc,D06,KONA,KONA_005,distributed,2019-06-17T15:43Z,NEON.DOC.014048vL,KONA_005-M-1-39-20190617,A00000079598,KONA_005-M-1-39-20190617-KCL,B00000017245,KONA_005-M-1-39,tInitial,0,2019-06-18T13:48Z,KONA-20190618-BRef1,10.11,100,2019-06-18T15Z,OK,,0000-0003-2918-8281,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
2962c867-ea89-40da-8dc6-448cf1427030,KONA_002.basePlot.bgc,D06,KONA,KONA_002,distributed,2019-06-17T16:40Z,NEON.DOC.014048vL,KONA_002-M-8-1-20190617,A00000079584,KONA_002-M-8-1-20190617-KCL,B00000017238,KONA_002-M-8-1,tInitial,0,2019-06-18T13:37Z,KONA-20190618-BRef1,10.07,100,2019-06-18T15Z,OK,,0000-0003-2918-8281,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
86f03da3-7dc1-43c9-aa55-b92dc24b5332,KONA_002.basePlot.bgc,D06,KONA,KONA_002,distributed,2019-06-17T17:06Z,NEON.DOC.014048vL,KONA_002-M-33.5-11.5-20190617,A00000079586,KONA_002-M-33.5-11.5-20190617-KCL,B00000017239,KONA_002-M-33.5-11.5,tInitial,0,2019-06-18T13:37Z,KONA-20190618-BRef1,10.08,101,2019-06-18T15Z,OK,,0000-0003-2918-8281,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
70178509-43e3-4f1e-9b56-255bbce0845e,KONA_003.basePlot.bgc,D06,KONA,KONA_003,distributed,2019-06-17T17:19Z,NEON.DOC.014048vL,KONA_003-M-4.5-13-20190617,A00000079577,KONA_003-M-4.5-13-20190617-KCL,B00000017244,KONA_003-M-4.5-13,tInitial,0,2019-06-18T13:47Z,KONA-20190618-BRef1,10.04,100,2019-06-18T15Z,OK,,0000-0003-2918-8281,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
b73ed94e-cac4-4ed3-92a6-a68523600ea0,KONA_002.basePlot.bgc,D06,KONA,KONA_002,distributed,2019-06-17T17:29Z,NEON.DOC.014048vL,KONA_002-M-38.5-35.5-20190617,A00000079585,KONA_002-M-38.5-35.5-20190617-KCL,B00000017241,KONA_002-M-38.5-35.5,tInitial,0,2019-06-18T13:45Z,KONA-20190618-BRef1,9.95,100,2019-06-18T15Z,OK,,0000-0003-2918-8281,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
8e0cd7d7-984c-4acd-bccb-9a02e3622a8a,KONA_003.basePlot.bgc,D06,KONA,KONA_003,distributed,2019-06-17T17:50Z,NEON.DOC.014048vL,KONA_003-M-4-27-20190617,A00000079578,KONA_003-M-4-27-20190617-KCL,B00000017243,KONA_003-M-4-27,tInitial,0,2019-06-18T13:46Z,KONA-20190618-BRef1,9.99,100,2019-06-18T15Z,OK,,0000-0003-2918-8281,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
22ec4be1-f4ec-4ec5-8272-63a6e4514f36,KONA_003.basePlot.bgc,D06,KONA,KONA_003,distributed,2019-06-17T18:16Z,NEON.DOC.014048vL,KONA_003-M-37-27-20190617,A00000079576,KONA_003-M-37-27-20190617-KCL,B00000017242,KONA_003-M-37-27,tInitial,0,2019-06-18T13:46Z,KONA-20190618-BRef1,9.9,100,2019-06-18T15Z,OK,,0000-0003-2918-8281,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
5e78a5ed-263f-45af-bfb2-af8a4fb453c6,KONA_059.basePlot.bgc,D06,KONA,KONA_059,tower,2019-06-18T13:37Z,NEON.DOC.014048vL,KONA_059-M-30-34-20190618,A00000079604,KONA_059-M-30-34-20190618-KCL,B00000017309,KONA_059-M-30-34,tInitial,0,2019-06-19T14:09Z,KONA-20190619-BRef1,10.08,100,2019-06-19T15Z,OK,,0000-0003-2918-8281,0000-0003-2918-8281,,20211222T013234Z,RELEASE-2022
27a1b713-4499-4f9c-b987-fd9927e97247,KONA_059.basePlot.bgc,D06,KONA,KONA_059,tower,2019-06-18T14:15Z,NEON.DOC.014048vL,KONA_059-M-36-8.5-20190618,A00000079605,KONA_059-M-36-8.5-20190618-KCL,B00000017299,KONA_059-M-36-8.5,tInitial,0,2019-06-19T14:08Z,KONA-20190619-BRef1,10.09,100,2019-06-19T15Z,OK,,0000-0003-2918-8281,0000-0003-2918-8281,,20211222T013234Z,RELEASE-2022
d178a908-a53a-4c27-a1fe-c1cf24512e39,KONA_059.basePlot.bgc,D06,KONA,KONA_059,tower,2019-06-18T14:49Z,NEON.DOC.014048vL,KONA_059-M-7.5-5.5-20190618,A00000079609,KONA_059-M-7.5-5.5-20190618-KCL,B00000017303,KONA_059-M-7.5-5.5,tInitial,0,2019-06-19T14:07Z,KONA-20190619-BRef1,10.03,100,2019-06-19T15Z,OK,,0000-0003-2918-8281,0000-0003-2918-8281,,20211222T013234Z,RELEASE-2022
ef0cefe7-c8ef-4d3b-8bb8-13c82fa180e0,KONA_048.basePlot.bgc,D06,KONA,KONA_048,tower,2019-06-18T15:25Z,NEON.DOC.014048vL,KONA_048-M-27-36-20190618,A00000079608,KONA_048-M-27-36-20190618-KCL,B00000017307,KONA_048-M-27-36,tInitial,0,2019-06-19T13:58Z,KONA-20190619-BRef1,9.96,100,2019-06-19T15Z,OK,,0000-0003-2918-8281,0000-0003-2918-8281,,20211222T013234Z,RELEASE-2022
165ddec2-cff2-471c-bfdc-116ba34f0602,KONA_048.basePlot.bgc,D06,KONA,KONA_048,tower,2019-06-18T15:46Z,NEON.DOC.014048vL,KONA_048-M-7-18.5-20190618,A00000079607,KONA_048-M-7-18.5-20190618-KCL,B00000017310,KONA_048-M-7-18.5,tInitial,0,2019-06-19T14:00Z,KONA-20190619-BRef1,10,100,2019-06-19T15Z,OK,,0000-0003-2918-8281,0000-0003-2918-8281,,20211222T013234Z,RELEASE-2022
4fda2f2a-0341-4dfe-b689-a1091a0ce9f1,KONA_054.basePlot.bgc,D06,KONA,KONA_054,tower,2019-06-18T15:47Z,NEON.DOC.014048vL,KONA_054-M-0.5-7-20190618,A00000079594,KONA_054-M-0.5-7-20190618-KCL,B00000017304,KONA_054-M-0.5-7,tInitial,0,2019-06-19T14:03Z,KONA-20190619-BRef1,10.08,100,2019-06-19T15Z,OK,,0000-0003-2918-8281,0000-0003-2918-8281,,20211222T013234Z,RELEASE-2022
941f5411-33be-43c4-92c3-29994ca26288,KONA_048.basePlot.bgc,D06,KONA,KONA_048,tower,2019-06-18T16:01Z,NEON.DOC.014048vL,KONA_048-M-1.5-27-20190618,A00000079600,KONA_048-M-1.5-27-20190618-KCL,B00000017312,KONA_048-M-1.5-27,tInitial,0,2019-06-19T13:59Z,KONA-20190619-BRef1,10.06,100,2019-06-19T15Z,OK,,0000-0003-2918-8281,0000-0003-2918-8281,,20211222T013234Z,RELEASE-2022
7c46325d-02e1-4db1-8f15-7f03bcf345a5,KONA_054.basePlot.bgc,D06,KONA,KONA_054,tower,2019-06-18T16:12Z,NEON.DOC.014048vL,KONA_054-M-26.5-33-20190618,A00000079593,KONA_054-M-26.5-33-20190618-KCL,B00000017290,KONA_054-M-26.5-33,tInitial,0,2019-06-19T14:02Z,KONA-20190619-BRef1,10.02,100,2019-06-19T15Z,OK,,0000-0003-2918-8281,0000-0003-2918-8281,,20211222T013234Z,RELEASE-2022
4eef5e94-31ee-4557-80ac-e87dca9c5257,KONA_057.basePlot.bgc,D06,KONA,KONA_057,tower,2019-06-18T16:27Z,NEON.DOC.014048vL,KONA_057-M-37.5-25-20190618,A00000079602,KONA_057-M-37.5-25-20190618-KCL,B00000017296,KONA_057-M-37.5-25,tInitial,0,2019-06-19T14:04Z,KONA-20190619-BRef1,10.09,100,2019-06-19T15Z,OK,,0000-0003-2918-8281,0000-0003-2918-8281,,20211222T013234Z,RELEASE-2022
0f8d86dc-8743-47ea-bf8b-0de8c5007211,KONA_054.basePlot.bgc,D06,KONA,KONA_054,tower,2019-06-18T16:40Z,NEON.DOC.014048vL,KONA_054-M-33.5-7-20190618,A00000079610,KONA_054-M-33.5-7-20190618-KCL,B00000017291,KONA_054-M-33.5-7,tInitial,0,2019-06-19T14:01Z,KONA-20190619-BRef1,10.02,100,2019-06-19T15Z,OK,,0000-0003-2918-8281,0000-0003-2918-8281,,20211222T013234Z,RELEASE-2022
35df7d9b-6d20-4ef0-984e-7653635e0774,KONA_057.basePlot.bgc,D06,KONA,KONA_057,tower,2019-06-18T16:47Z,NEON.DOC.014048vL,KONA_057-M-22.5-9.5-20190618,A00000079601,KONA_057-M-22.5-9.5-20190618-KCL,B00000017298,KONA_057-M-22.5-9.5,tInitial,0,2019-06-19T14:05Z,KONA-20190619-BRef1,10.02,100,2019-06-19T15Z,OK,,0000-0003-2918-8281,0000-0003-2918-8281,,20211222T013234Z,RELEASE-2022
c6870766-5ae2-4c8f-9d71-30a301404b69,KONA_057.basePlot.bgc,D06,KONA,KONA_057,tower,2019-06-18T17:07Z,NEON.DOC.014048vL,KONA_057-M-3.5-34-20190618,A00000079603,KONA_057-M-3.5-34-20190618-KCL,B00000017302,KONA_057-M-3.5-34,tInitial,0,2019-06-19T14:06Z,KONA-20190619-BRef1,9.99,100,2019-06-19T15Z,OK,,0000-0003-2918-8281,0000-0003-2918-8281,,20211222T013234Z,RELEASE-2022
286d764e-7754-4342-a315-d863596d8c04,KONA_001.basePlot.bgc,D06,KONA,KONA_001,distributed,2019-06-19T13:55Z,NEON.DOC.014048vL,KONA_001-M-16-31.5-20190619,A00000079580,KONA_001-M-16-31.5-20190619-KCL,B00000017294,KONA_001-M-16-31.5,tInitial,0,2019-06-20T13:33Z,KONA-20190620-BRef1,10.04,100,2019-06-20T15Z,OK,,0000-0001-7163-2310,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
b5f10c5b-cbe7-4930-a842-ffb7c2b87e12,KONA_001.basePlot.bgc,D06,KONA,KONA_001,distributed,2019-06-19T14:35Z,NEON.DOC.014048vL,KONA_001-M-23-31-20190619,A00000079587,KONA_001-M-23-31-20190619-KCL,B00000017311,KONA_001-M-23-31,tInitial,0,2019-06-20T13:32Z,KONA-20190620-BRef1,10.07,99,2019-06-20T15Z,OK,,0000-0001-7163-2310,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
2f6f2677-69dd-4575-8ff6-b41378087e43,KONA_001.basePlot.bgc,D06,KONA,KONA_001,distributed,2019-06-19T15:09Z,NEON.DOC.014048vL,KONA_001-M-35.5-7-20190619,A00000079579,KONA_001-M-35.5-7-20190619-KCL,B00000017313,KONA_001-M-35.5-7,tInitial,0,2019-06-20T13:34Z,KONA-20190620-BRef1,10.09,100,2019-06-20T15Z,OK,,0000-0001-7163-2310,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
a458eb02-1c48-4632-956b-dee8f7e467da,KONA_004.basePlot.bgc,D06,KONA,KONA_004,distributed,2019-06-19T16:44Z,NEON.DOC.014048vL,KONA_004-M-36.5-2.5-20190619,A00000079606,KONA_004-M-36.5-2.5-20190619-KCL,B00000017282,KONA_004-M-36.5-2.5,tInitial,0,2019-06-20T13:35Z,KONA-20190620-BRef1,10.05,100,2019-06-20T15Z,OK,,0000-0001-7163-2310,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
29ec06ad-a40e-4cc7-898e-088e477e3876,KONA_004.basePlot.bgc,D06,KONA,KONA_004,distributed,2019-06-19T17:16Z,NEON.DOC.014048vL,KONA_004-M-3-20-20190619,A00000079597,KONA_004-M-3-20-20190619-KCL,B00000017280,KONA_004-M-3-20,tInitial,0,2019-06-20T13:36Z,KONA-20190620-BRef1,10.05,99,2019-06-20T15Z,OK,,0000-0001-7163-2310,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
4d974b92-4291-4eef-bfba-1341fa1ecf3f,KONA_004.basePlot.bgc,D06,KONA,KONA_004,distributed,2019-06-19T17:52Z,NEON.DOC.014048vL,KONA_004-M-20.5-36-20190619,A00000079599,KONA_004-M-20.5-36-20190619-KCL,B00000017255,KONA_004-M-20.5-36,tInitial,0,2019-06-20T13:35Z,KONA-20190620-BRef1,10.07,99,2019-06-20T15Z,OK,,0000-0001-7163-2310,0000-0002-9557-1628,,20211222T013234Z,RELEASE-2022
154576b6-ec39-4cc3-9f1c-d75cbe6a1029,KONA_006.basePlot.bgc,D06,KONA,KONA_006,distributed,2019-07-08T15:51Z,NEON.DOC.014048vL,KONA_006-M-35.5-17-20190708,A00000079921,KONA_006-M-35.5-17-20190708-KCL,B00000017252,KONA_006-M-35.5-17,tFinal,21.07,2019-07-09T12:55Z,KONA-20190709-BRef1,9.94,100,2019-07-09T14Z,OK,,0000-0002-3172-0145,0000-0002-2135-1091,,20211221T235916Z,RELEASE-2022
39b3bbb1-f9c5-4c3f-a2fa-65960ebf4df9,KONA_006.basePlot.bgc,D06,KONA,KONA_006,distributed,2019-07-08T16:02Z,NEON.DOC.014048vL,KONA_006-M-0-19.5-20190708,A00000079911,KONA_006-M-0-19.5-20190708-KCL,B00000017286,KONA_006-M-0-19.5,tFinal,21.06,2019-07-09T12:55Z,KONA-20190709-BRef1,9.99,100,2019-07-09T14Z,OK,,0000-0002-3172-0145,0000-0002-2135-1091,,20211221T235916Z,RELEASE-2022
bcb7f1c7-ced4-424c-b5b1-c144311934cb,KONA_005.basePlot.bgc,D06,KONA,KONA_005,distributed,2019-07-08T13:56Z,NEON.DOC.014048vL,KONA_005-M-28-6.5-20190708,A00000079925,KONA_005-M-28-6.5-20190708-KCL,B00000017257,KONA_005-M-28-6.5,tFinal,20.97,2019-07-09T12:57Z,KONA-20190709-BRef1,10.02,100,2019-07-09T14Z,OK,,0000-0002-3172-0145,0000-0002-2135-1091,,20211221T235916Z,RELEASE-2022
593ba5e4-c83a-4206-a5b4-60f9ebc1ad81,KONA_006.basePlot.bgc,D06,KONA,KONA_006,distributed,2019-07-08T16:08Z,NEON.DOC.014048vL,KONA_006-M-13-35.5-20190708,A00000079922,KONA_006-M-13-35.5-20190708-KCL,B00000017301,KONA_006-M-13-35.5,tFinal,21.04,2019-07-09T12:55Z,KONA-20190709-BRef1,10.04,100,2019-07-09T14Z,OK,,0000-0002-3172-0145,0000-0002-2135-1091,,20211221T235916Z,RELEASE-2022
26fa6a28-bce0-4fa7-8ada-8c41be01a995,KONA_005.basePlot.bgc,D06,KONA,KONA_005,distributed,2019-07-08T13:50Z,NEON.DOC.014048vL,KONA_005-M-34-28-20190708,A00000079928,KONA_005-M-34-28-20190708-KCL,B00000017278,KONA_005-M-34-28,tFinal,20.94,2019-07-09T12:57Z,KONA-20190709-BRef1,9.93,100,2019-07-09T14Z,OK,,0000-0002-3172-0145,0000-0002-2135-1091,,20211221T235916Z,RELEASE-2022
cb8b3f53-49df-44c3-ba32-d3386cba3dd1,KONA_005.basePlot.bgc,D06,KONA,KONA_005,distributed,2019-07-08T14:15Z,NEON.DOC.014048vL,KONA_005-M-1-39-20190708,A00000079924,KONA_005-M-1-39-20190708-KCL,B00000017283,KONA_005-M-1-39,tFinal,20.94,2019-07-09T12:57Z,KONA-20190709-BRef1,10.03,100,2019-07-09T14Z,OK,,0000-0002-3172-0145,0000-0002-2135-1091,,20211221T235916Z,RELEASE-2022
4a8660b9-379d-48dc-92ea-a78ee5df698e,KONA_002.basePlot.bgc,D06,KONA,KONA_002,distributed,2019-07-09T17:48Z,NEON.DOC.014048vL,KONA_002-M-8-1-20190709,A00000080046,KONA_002-M-8-1-20190709-KCL,B00000017352,KONA_002-M-8-1,tFinal,22.05,2019-07-10T13:25Z,KONA-20190710-BRef1,10.07,100,2019-07-10T15Z,OK,,0000-0001-7163-2310,0000-0002-9557-1628,,20211221T235916Z,RELEASE-2022
4b11cb63-2470-4012-bc19-ba5a4f790905,KONA_002.basePlot.bgc,D06,KONA,KONA_002,distributed,2019-07-09T17:33Z,NEON.DOC.014048vL,KONA_002-M-33.5-11.5-20190709,A00000080044,KONA_002-M-33.5-11.5-20190709-KCL,B00000017334,KONA_002-M-33.5-11.5,tFinal,22.02,2019-07-10T13:27Z,KONA-20190710-BRef1,10,101,2019-07-10T15Z,OK,,0000-0001-7163-2310,0000-0002-9557-1628,,20211221T235916Z,RELEASE-2022
eecee0d4-a825-472b-b327-17e08471eaa1,KONA_003.basePlot.bgc,D06,KONA,KONA_003,distributed,2019-07-08T14:40Z,NEON.DOC.014048vL,KONA_003-M-4.5-13-20190708,A00000079927,KONA_003-M-4.5-13-20190708-KCL,B00000017289,KONA_003-M-4.5-13,tFinal,20.89,2019-07-09T12:59Z,KONA-20190709-BRef1,9.99,100,2019-07-09T14Z,OK,,0000-0002-3172-0145,0000-0002-2135-1091,,20211221T235916Z,RELEASE-2022
83c4fee3-2277-46bb-997f-a420c87be1b1,KONA_002.basePlot.bgc,D06,KONA,KONA_002,distributed,2019-07-09T17:39Z,NEON.DOC.014048vL,KONA_002-M-38.5-35.5-20190709,A00000080045,KONA_002-M-38.5-35.5-20190709-KCL,B00000017347,KONA_002-M-38.5-35.5,tFinal,22.01,2019-07-10T13:26Z,KONA-20190710-BRef1,10.05,100,2019-07-10T15Z,OK,,0000-0001-7163-2310,0000-0002-9557-1628,,20211221T235916Z,RELEASE-2022
1980066e-eb80-4f76-93a1-8317cbcb12f2,KONA_003.basePlot.bgc,D06,KONA,KONA_003,distributed,2019-07-08T14:52Z,NEON.DOC.014048vL,KONA_003-M-4-27-20190708,A00000079910,KONA_003-M-4-27-20190708-KCL,B00000017268,KONA_003-M-4-27,tFinal,20.88,2019-07-09T12:59Z,KONA-20190709-BRef1,10.03,100,2019-07-09T14Z,OK,,0000-0002-3172-0145,0000-0002-2135-1091,,20211221T235916Z,RELEASE-2022
4b29c1a8-d8eb-4dc1-9488-75fcb05b9c67,KONA_003.basePlot.bgc,D06,KONA,KONA_003,distributed,2019-07-08T14:33Z,NEON.DOC.014048vL,KONA_003-M-37-27-20190708,A00000079919,KONA_003-M-37-27-20190708-KCL,B00000017297,KONA_003-M-37-27,tFinal,20.85,2019-07-09T12:59Z,KONA-20190709-BRef1,10.08,100,2019-07-09T14Z,OK,,0000-0002-3172-0145,0000-0002-2135-1091,,20211221T235916Z,RELEASE-2022
7cb0c3f3-27f5-4add-a095-6a79b2ab94c1,KONA_059.basePlot.bgc,D06,KONA,KONA_059,tower,2019-07-10T17:33Z,NEON.DOC.014048vL,KONA_059-M-30-34-20190710,A00000080203,KONA_059-M-30-34-20190710-KCL,B00000017343,KONA_059-M-30-34,tFinal,22.16,2019-07-11T13:36Z,KONA-20190711-BRef1,10.03,99,2019-07-11T15Z,OK,,0000-0002-9557-1628,0000-0002-9557-1628,,20211221T235916Z,RELEASE-2022
37dcbb93-1b14-48d8-9885-05d8dd1e7a12,KONA_059.basePlot.bgc,D06,KONA,KONA_059,tower,2019-07-10T17:25Z,NEON.DOC.014048vL,KONA_059-M-36-8.5-20190710,A00000080202,KONA_059-M-36-8.5-20190710-KCL,B00000017340,KONA_059-M-36-8.5,tFinal,22.13,2019-07-11T13:35Z,KONA-20190711-BRef1,10.07,100,2019-07-11T15Z,OK,,0000-0002-9557-1628,0000-0002-9557-1628,,20211221T235916Z,RELEASE-2022
062d5fe0-dc9e-4f5b-a857-6ebc98d684d1,KONA_059.basePlot.bgc,D06,KONA,KONA_059,tower,2019-07-10T17:20Z,NEON.DOC.014048vL,KONA_059-M-7.5-5.5-20190710,A00000080204,KONA_059-M-7.5-5.5-20190710-KCL,B00000017344,KONA_059-M-7.5-5.5,tFinal,22.1,2019-07-11T13:38Z,KONA-20190711-BRef1,10.04,100,2019-07-11T15Z,OK,,0000-0002-9557-1628,0000-0002-9557-1628,,20211221T235916Z,RELEASE-2022
9c4b8dea-727c-4424-a2dc-d3d6a5378aae,KONA_048.basePlot.bgc,D06,KONA,KONA_048,tower,2019-07-09T18:26Z,NEON.DOC.014048vL,KONA_048-M-27-36-20190709,A00000080051,KONA_048-M-27-36-20190709-KCL,B00000017329,KONA_048-M-27-36,tFinal,21.13,2019-07-10T13:30Z,KONA-20190710-BRef1,10.05,101,2019-07-10T15Z,OK,,0000-0001-7163-2310,0000-0002-9557-1628,,20211221T235916Z,RELEASE-2022
65eee3f0-ff50-4828-b556-709de25800e9,KONA_048.basePlot.bgc,D06,KONA,KONA_048,tower,2019-07-09T18:14Z,NEON.DOC.014048vL,KONA_048-M-7-18.5-20190709,A00000080019,KONA_048-M-7-18.5-20190709-KCL,B00000017337,KONA_048-M-7-18.5,tFinal,21.1,2019-07-10T13:29Z,KONA-20190710-BRef1,10.01,101,2019-07-10T15Z,OK,,0000-0001-7163-2310,0000-0002-9557-1628,,20211221T235916Z,RELEASE-2022
80a90c89-d30f-4631-a588-4c26cc22e3df,KONA_054.basePlot.bgc,D06,KONA,KONA_054,tower,2019-07-10T19:41Z,NEON.DOC.014048vL,KONA_054-M-0.5-7-20190710,A00000080200,KONA_054-M-0.5-7-20190710-KCL,B00000017346,KONA_054-M-0.5-7,tFinal,22.16,2019-07-11T13:29Z,KONA-20190711-BRef1,10.01,100,2019-07-11T15Z,OK,,0000-0002-9557-1628,0000-0002-9557-1628,,20211221T235916Z,RELEASE-2022
9987604a-e4ed-4844-a063-9faf9cfdaf65,KONA_048.basePlot.bgc,D06,KONA,KONA_048,tower,2019-07-09T18:12Z,NEON.DOC.014048vL,KONA_048-M-1.5-27-20190709,A00000080047,KONA_048-M-1.5-27-20190709-KCL,B00000017330,KONA_048-M-1.5-27,tFinal,21.09,2019-07-10T13:28Z,KONA-20190710-BRef1,10.08,100,2019-07-10T15Z,OK,,0000-0001-7163-2310,0000-0002-9557-1628,,20211221T235916Z,RELEASE-2022
3ac4cfc1-fea5-41bd-8093-1c1e313922e5,KONA_054.basePlot.bgc,D06,KONA,KONA_054,tower,2019-07-10T19:33Z,NEON.DOC.014048vL,KONA_054-M-26.5-33-20190710,A00000080201,KONA_054-M-26.5-33-20190710-KCL,B00000017342,KONA_054-M-26.5-33,tFinal,22.14,2019-07-11T13:33Z,KONA-20190711-BRef1,10.02,100,2019-07-11T15Z,OK,,0000-0002-9557-1628,0000-0002-9557-1628,,20211221T235916Z,RELEASE-2022
77eebc01-8273-491f-ae0a-e0b34db77cac,KONA_057.basePlot.bgc,D06,KONA,KONA_057,tower,2019-07-09T18:32Z,NEON.DOC.014048vL,KONA_057-M-37.5-25-20190709,A00000080050,KONA_057-M-37.5-25-20190709-KCL,B00000017338,KONA_057-M-37.5-25,tFinal,21.09,2019-07-10T13:39Z,KONA-20190710-BRef1,10.06,99,2019-07-10T15Z,OK,,0000-0001-7163-2310,0000-0002-9557-1628,,20211221T235916Z,RELEASE-2022
08ff02ad-eb88-48ae-8325-22a9ddb98ff2,KONA_054.basePlot.bgc,D06,KONA,KONA_054,tower,2019-07-10T19:26Z,NEON.DOC.014048vL,KONA_054-M-33.5-7-20190710,A00000080199,KONA_054-M-33.5-7-20190710-KCL,B00000017345,KONA_054-M-33.5-7,tFinal,22.12,2019-07-11T13:30Z,KONA-20190711-BRef1,9.99,100,2019-07-11T15Z,OK,,0000-0002-9557-1628,0000-0002-9557-1628,,20211221T235916Z,RELEASE-2022
